household_id,person_id,age,gender,education,hhincome_broad,vehicle_count
23086158,2308615801,55-64 years,Female,Some college,"$100,000-$199,999",2 vehicles
23086158,2308615802,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23094495,2309449501,25-34 years,Male,Some college,"$50,000-$74,999",1 vehicle
23094647,2309464701,35-44 years,Male,Bachelor degree,"$50,000-$74,999",1 vehicle
23088138,2308813801,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23091281,2309128101,35-44 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23091281,2309128102,35-44 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23088732,2308873201,35-44 years,Non-binary,Some college,"$50,000-$74,999",1 vehicle
23092634,2309263401,25-34 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23094736,2309473601,18-24 years,Male,Some college,"$25,000-$49,999",0 (no vehicles)
23092634,2309263402,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23095920,2309592001,25-34 years,Female,Some college,"$25,000-$49,999",1 vehicle
23091418,2309141801,18-24 years,Female,High school graduate,"$25,000-$49,999",1 vehicle
23092721,2309272101,25-34 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23093108,2309310801,45-54 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23093108,2309310802,45-54 years,Male,Bachelor degree,"$200,000 or more",2 vehicles
23093406,2309340601,35-44 years,Non-binary,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23106553,2310655301,65-74 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23107138,2310713801,25-34 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23107142,2310714201,55-64 years,Female,Some college,"Under $25,000",1 vehicle
23107439,2310743901,18-24 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23107439,2310743902,25-34 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23108458,2310845801,18-24 years,Male,Some college,"Under $25,000",0 (no vehicles)
23108718,2310871801,35-44 years,Male,Some college,"$25,000-$49,999",0 (no vehicles)
23109187,2310918701,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23099666,2309966601,25-34 years,Prefer not to answer,Bachelor degree,"$75,000-$99,999",1 vehicle
23099666,2309966602,25-34 years,Prefer not to answer,Bachelor degree,"$75,000-$99,999",1 vehicle
23109187,2310918702,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23101273,2310127301,35-44 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23110865,2311086501,75 years or older,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23101340,2310134001,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23104029,2310402901,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23101340,2310134002,35-44 years,Male,Bachelor degree,"$200,000 or more",1 vehicle
23109270,2310927001,25-34 years,Male,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23104063,2310406301,35-44 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",0 (no vehicles)
23104320,2310432001,75 years or older,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23104320,2310432002,75 years or older,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23104756,2310475601,18-24 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23104944,2310494401,35-44 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23105059,2310505901,65-74 years,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23105217,2310521701,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23096577,2309657701,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23099817,2309981701,65-74 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23101651,2310165101,55-64 years,Female,Graduate/post-graduate degree,"Under $25,000",1 vehicle
23096635,2309663501,35-44 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23098007,2309800701,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23109643,2310964301,55-64 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23111406,2311140601,55-64 years,Female,Graduate/post-graduate degree,"Under $25,000",0 (no vehicles)
23109643,2310964302,55-64 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23111413,2311141301,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23111413,2311141302,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23109803,2310980301,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23111732,2311173201,65-74 years,Female,Associates degree,"$75,000-$99,999",2 vehicles
23111732,2311173202,45-54 years,Male,Some college,"$75,000-$99,999",2 vehicles
23098551,2309855101,18-24 years,Female,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23099899,2309989901,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23099899,2309989902,35-44 years,Male,Associates degree,"$200,000 or more",1 vehicle
23102415,2310241501,65-74 years,Non-binary,Bachelor degree,"Under $25,000",0 (no vehicles)
23110100,2311010001,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23100233,2310023301,25-34 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23102738,2310273801,25-34 years,Female,Some college,"$25,000-$49,999",1 vehicle
23110180,2311018001,18-24 years,Male,High school graduate,"$75,000-$99,999",1 vehicle
23098819,2309881901,25-34 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23110232,2311023201,45-54 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23100406,2310040601,18-24 years,Male,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23100477,2310047701,45-54 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23112731,2311273101,18-24 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23112736,2311273601,25-34 years,Non-binary,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23099380,2309938001,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23103802,2310380201,18-24 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23097457,2309745701,35-44 years,Male,Bachelor degree,"$200,000 or more",2 vehicles
23097457,2309745702,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23131110,2313111001,35-44 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23113168,2311316801,25-34 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23113309,2311330901,35-44 years,Female,Vocational/technical training,"Under $25,000",1 vehicle
23131347,2313134701,65-74 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",0 (no vehicles)
23131649,2313164901,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23131649,2313164902,45-54 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23132327,2313232701,75 years or older,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23132795,2313279501,35-44 years,Male,High school graduate,"$200,000 or more",2 vehicles
23132795,2313279502,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23132814,2313281401,55-64 years,Female,Associates degree,"$100,000-$199,999",1 vehicle
23132814,2313281402,55-64 years,Male,Associates degree,"$100,000-$199,999",1 vehicle
23132814,2313281403,25-34 years,Male,High school graduate,"$100,000-$199,999",1 vehicle
23133248,2313324801,35-44 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23133248,2313324802,35-44 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23130565,2313056501,35-44 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23124384,2312438401,55-64 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23130744,2313074401,45-54 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23113769,2311376901,75 years or older,Female,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23130744,2313074402,35-44 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23113955,2311395501,35-44 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23114369,2311436901,25-34 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23146865,2314686501,35-44 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23147365,2314736501,65-74 years,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23136512,2313651202,25-34 years,Non-binary,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23139770,2313977001,75 years or older,Female,Graduate/post-graduate degree,"Under $25,000",1 vehicle
23149979,2314997901,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23149979,2314997902,35-44 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23148390,2314839001,65-74 years,Male,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23136722,2313672201,55-64 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23136722,2313672202,65-74 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23139969,2313996901,35-44 years,Non-binary,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23136761,2313676101,75 years or older,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23136761,2313676102,65-74 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23140081,2314008101,35-44 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23148647,2314864701,18-24 years,Female,High school graduate,"$100,000-$199,999",1 vehicle
23148647,2314864702,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23140081,2314008102,35-44 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23137347,2313734701,25-34 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23137450,2313745001,75 years or older,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23148647,2314864703,55-64 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23137450,2313745002,65-74 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23135240,2313524001,45-54 years,Female,Bachelor degree,"$75,000-$99,999",2 vehicles
23135240,2313524002,45-54 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23135375,2313537501,65-74 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23140178,2314017801,45-54 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",3 vehicles
23135389,2313538901,35-44 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23140178,2314017802,45-54 years,Female,Bachelor degree,"$100,000-$199,999",3 vehicles
23140178,2314017803,18-24 years,Male,High school graduate,"$100,000-$199,999",3 vehicles
23140178,2314017804,18-24 years,Female,Less than high school,"$100,000-$199,999",3 vehicles
23150541,2315054101,55-64 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23150541,2315054102,65-74 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23150818,2315081801,18-24 years,Male,Graduate/post-graduate degree,"Under $25,000",3 vehicles
23142683,2314268301,65-74 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23142683,2314268302,55-64 years,Male,Less than high school,"$200,000 or more",1 vehicle
23135578,2313557801,55-64 years,Female,Some college,"$50,000-$74,999",0 (no vehicles)
23135823,2313582301,75 years or older,Female,Bachelor degree,"Under $25,000",1 vehicle
23150885,2315088501,25-34 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23135910,2313591001,55-64 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",2 vehicles
23142791,2314279101,55-64 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23142791,2314279102,55-64 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23136208,2313620801,35-44 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",0 (no vehicles)
23141630,2314163001,25-34 years,Female,Associates degree,"$75,000-$99,999",2 vehicles
23136512,2313651201,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23141630,2314163002,35-44 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23138542,2313854201,55-64 years,Male,Some college,"$100,000-$199,999",4 vehicles
23145052,2314505201,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23138660,2313866001,75 years or older,Male,Bachelor degree,"$50,000-$74,999",2 vehicles
23145052,2314505202,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23138660,2313866002,65-74 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",2 vehicles
23138757,2313875701,55-64 years,Male,Bachelor degree,"$75,000-$99,999",2 vehicles
23151238,2315123801,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23141879,2314187901,25-34 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23151238,2315123802,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23144047,2314404701,55-64 years,Male,Bachelor degree,"$50,000-$74,999",4 vehicles
23144047,2314404702,55-64 years,Female,Associates degree,"$50,000-$74,999",4 vehicles
23146097,2314609701,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23146097,2314609702,25-34 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23156970,2315697002,45-54 years,Male,Associates degree,"$100,000-$199,999",2 vehicles
23164793,2316479301,25-34 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23165095,2316509501,45-54 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23165144,2316514401,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23165144,2316514402,55-64 years,Female,Some college,"$100,000-$199,999",2 vehicles
23165156,2316515601,35-44 years,Male,Some college,"$100,000-$199,999",3 vehicles
23165156,2316515602,35-44 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",3 vehicles
23165521,2316552101,75 years or older,Female,Graduate/post-graduate degree,"$50,000-$74,999",2 vehicles
23156970,2315697003,18-24 years,Male,Some college,"$100,000-$199,999",2 vehicles
23151352,2315135201,75 years or older,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23157025,2315702501,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23151614,2315161401,18-24 years,Female,Some college,"Under $25,000",1 vehicle
23153489,2315348901,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23151628,2315162801,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23153489,2315348902,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23161766,2316176601,55-64 years,Male,Bachelor degree,"$100,000-$199,999",3 vehicles
23155439,2315543901,55-64 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23155439,2315543902,55-64 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23161766,2316176602,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",3 vehicles
23153568,2315356801,25-34 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23153568,2315356802,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23155506,2315550601,25-34 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23155506,2315550602,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23157696,2315769601,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23157696,2315769602,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23159999,2315999901,45-54 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23159999,2315999902,25-34 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23160251,2316025101,18-24 years,Female,Bachelor degree,"$50,000-$74,999",2 vehicles
23162062,2316206201,45-54 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23162062,2316206202,45-54 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23166824,2316682401,65-74 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23166824,2316682402,65-74 years,Male,Bachelor degree,"$50,000-$74,999",1 vehicle
23156082,2315608201,55-64 years,Male,Associates degree,"$50,000-$74,999",0 (no vehicles)
23158323,2315832301,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23158323,2315832302,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23153991,2315399101,65-74 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23158417,2315841701,45-54 years,Male,Some college,"$25,000-$49,999",0 (no vehicles)
23167034,2316703401,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23153991,2315399102,65-74 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23154178,2315417801,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23154178,2315417802,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23154343,2315434301,35-44 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23154343,2315434302,35-44 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23167215,2316721501,45-54 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23158862,2315886201,35-44 years,Male,Some college,"Under $25,000",0 (no vehicles)
23167215,2316721502,45-54 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23160732,2316073201,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23156716,2315671601,35-44 years,Male,High school graduate,"$25,000-$49,999",2 vehicles
23156721,2315672101,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23160732,2316073202,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23156721,2315672102,55-64 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23159120,2315912001,25-34 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23152615,2315261501,75 years or older,Male,Graduate/post-graduate degree,"$100,000-$199,999",3 vehicles
23154716,2315471601,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23160843,2316084301,45-54 years,Male,Bachelor degree,"$50,000-$74,999",1 vehicle
23156970,2315697001,45-54 years,Female,Associates degree,"$100,000-$199,999",2 vehicles
23152615,2315261502,75 years or older,Female,Bachelor degree,"$100,000-$199,999",3 vehicles
23152615,2315261503,35-44 years,Female,Some college,"$100,000-$199,999",3 vehicles
23153120,2315312001,65-74 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23153120,2315312002,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23154716,2315471604,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23181943,2318194304,25-34 years,Female,Some college,"$50,000-$74,999",2 vehicles
23182395,2318239501,25-34 years,Male,Graduate/post-graduate degree,"Under $25,000",0 (no vehicles)
23182415,2318241501,35-44 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23183549,2318354901,25-34 years,Non-binary,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23184022,2318402201,25-34 years,Female,Bachelor degree,"$200,000 or more",1 vehicle
23184022,2318402202,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23184486,2318448601,35-44 years,Male,High school graduate,"$25,000-$49,999",0 (no vehicles)
23184551,2318455101,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23184551,2318455102,18-24 years,Male,High school graduate,"$100,000-$199,999",0 (no vehicles)
23184568,2318456801,25-34 years,Female,Associates degree,"Under $25,000",0 (no vehicles)
23184873,2318487301,18-24 years,Female,Some college,"Under $25,000",0 (no vehicles)
23185065,2318506501,25-34 years,Male,Some college,"Under $25,000",0 (no vehicles)
23179894,2317989401,55-64 years,Female,High school graduate,"Under $25,000",0 (no vehicles)
23170689,2317068901,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",3 vehicles
23170689,2317068902,45-54 years,Male,Some college,"$100,000-$199,999",3 vehicles
23171692,2317169201,25-34 years,Female,Vocational/technical training,"Under $25,000",1 vehicle
23171798,2317179801,25-34 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23171798,2317179802,18-24 years,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23172199,2317219901,25-34 years,Female,Associates degree,"$25,000-$49,999",1 vehicle
23172199,2317219902,35-44 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23175254,2317525401,55-64 years,Female,Vocational/technical training,"$75,000-$99,999",2 vehicles
23180127,2318012701,25-34 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23177907,2317790701,25-34 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23180218,2318021801,35-44 years,Female,Bachelor degree,"$25,000-$49,999",3 vehicles
23187459,2318745901,35-44 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23187459,2318745902,45-54 years,Male,Some college,"$25,000-$49,999",1 vehicle
23181306,2318130601,25-34 years,Female,Some college,"$25,000-$49,999",1 vehicle
23181532,2318153201,45-54 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23181532,2318153202,45-54 years,Male,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23181600,2318160001,18-24 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23181798,2318179801,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23181798,2318179802,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23181943,2318194301,25-34 years,Male,Some college,"$50,000-$74,999",2 vehicles
23187774,2318777401,35-44 years,Prefer not to answer,Some college,"$25,000-$49,999",0 (no vehicles)
23168123,2316812301,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23168123,2316812302,55-64 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23169889,2316988901,35-44 years,Prefer not to answer,Some college,"$100,000-$199,999",2 vehicles
23169889,2316988902,35-44 years,Prefer not to answer,Bachelor degree,"$100,000-$199,999",2 vehicles
23169964,2316996401,35-44 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23169964,2316996402,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23169994,2316999401,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",0 (no vehicles)
23170358,2317035801,25-34 years,Male,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23187986,2318798601,25-34 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23187986,2318798602,25-34 years,Female,Less than high school,"$25,000-$49,999",1 vehicle
23178268,2317826801,65-74 years,Female,Bachelor degree,"Under $25,000",0 (no vehicles)
23188864,2318886401,45-54 years,Male,Some college,"$50,000-$74,999",1 vehicle
23178310,2317831001,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
