household_id,person_id,age,gender,education,hhincome_broad,vehicle_count
23178310,2317831002,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23175960,2317596001,25-34 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23178610,2317861001,25-34 years,Prefer not to answer,Bachelor degree,"$50,000-$74,999",2 vehicles
23189001,2318900101,35-44 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23176262,2317626201,25-34 years,Male,High school graduate,"$25,000-$49,999",0 (no vehicles)
23178640,2317864001,25-34 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23189237,2318923701,65-74 years,Male,High school graduate,"$25,000-$49,999",1 vehicle
23178723,2317872301,25-34 years,Female,High school graduate,"Under $25,000",1 vehicle
23189706,2318970601,18-24 years,Male,Some college,"$25,000-$49,999",0 (no vehicles)
23189716,2318971601,25-34 years,Female,High school graduate,"$50,000-$74,999",1 vehicle
23189716,2318971602,25-34 years,Male,High school graduate,"$50,000-$74,999",1 vehicle
23177095,2317709501,18-24 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23189766,2318976601,65-74 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23177255,2317725501,35-44 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23190034,2319003401,55-64 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23190034,2319003402,55-64 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23173759,2317375901,35-44 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23173828,2317382801,65-74 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23173828,2317382802,65-74 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23173828,2317382803,75 years or older,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23174893,2317489301,25-34 years,Female,High school graduate,"Under $25,000",0 (no vehicles)
23190167,2319016701,55-64 years,Female,Bachelor degree,"$200,000 or more",3 vehicles
23190167,2319016702,55-64 years,Male,Associates degree,"$200,000 or more",3 vehicles
23190167,2319016703,18-24 years,Female,Bachelor degree,"$200,000 or more",3 vehicles
23190167,2319016704,18-24 years,Male,Bachelor degree,"$200,000 or more",3 vehicles
23190423,2319042301,25-34 years,Female,Some college,"$100,000-$199,999",2 vehicles
23190423,2319042302,25-34 years,Male,Some college,"$100,000-$199,999",2 vehicles
23190613,2319061301,35-44 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23199929,2319992901,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23191574,2319157401,55-64 years,Female,Some college,"$50,000-$74,999",1 vehicle
23191636,2319163601,55-64 years,Male,Less than high school,"Under $25,000",0 (no vehicles)
23192808,2319280801,18-24 years,Female,Some college,"Under $25,000",0 (no vehicles)
23192982,2319298201,55-64 years,Male,High school graduate,"$25,000-$49,999",0 (no vehicles)
23193322,2319332201,25-34 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",0 (no vehicles)
23194164,2319416401,25-34 years,Non-binary,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23194460,2319446001,55-64 years,Male,Some college,"Under $25,000",0 (no vehicles)
23194475,2319447501,65-74 years,Male,Bachelor degree,"$25,000-$49,999",1 vehicle
23194613,2319461301,75 years or older,Female,Graduate/post-graduate degree,"$25,000-$49,999",1 vehicle
23199929,2319992902,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23200239,2320023901,45-54 years,Female,Vocational/technical training,"$25,000-$49,999",1 vehicle
23200239,2320023902,18-24 years,Male,Less than high school,"$25,000-$49,999",1 vehicle
23200239,2320023903,18-24 years,Male,High school graduate,"$25,000-$49,999",1 vehicle
23200553,2320055301,65-74 years,Female,Associates degree,"Under $25,000",0 (no vehicles)
23200559,2320055901,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23200559,2320055902,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23200810,2320081001,25-34 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23200910,2320091001,35-44 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23201036,2320103601,65-74 years,Male,Graduate/post-graduate degree,"Under $25,000",0 (no vehicles)
23201516,2320151601,25-34 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23202696,2320269601,25-34 years,Female,Bachelor degree,"$50,000-$74,999",2 vehicles
23202696,2320269602,25-34 years,Male,Bachelor degree,"$50,000-$74,999",2 vehicles
23202907,2320290701,55-64 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23203380,2320338001,55-64 years,Female,Bachelor degree,"Under $25,000",1 vehicle
23204209,2320420901,35-44 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23207304,2320730401,45-54 years,Female,Associates degree,"$50,000-$74,999",1 vehicle
23207309,2320730901,25-34 years,Prefer not to answer,Bachelor degree,"$50,000-$74,999",1 vehicle
23207375,2320737501,25-34 years,Male,Bachelor degree,"$200,000 or more",1 vehicle
23207457,2320745701,35-44 years,Prefer not to answer,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23208062,2320806201,25-34 years,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23208271,2320827101,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23208271,2320827102,25-34 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23208284,2320828401,65-74 years,Female,Bachelor degree,"$75,000-$99,999",1 vehicle
23197948,2319794801,18-24 years,Female,Bachelor degree,"Under $25,000",0 (no vehicles)
23209905,2320990501,55-64 years,Male,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23210030,2321003001,65-74 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23210030,2321003002,65-74 years,Female,High school graduate,"$75,000-$99,999",2 vehicles
23198115,2319811501,55-64 years,Female,Some college,"$50,000-$74,999",3 vehicles
23210449,2321044901,55-64 years,Prefer not to answer,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23198115,2319811502,25-34 years,Female,Bachelor degree,"$50,000-$74,999",3 vehicles
23210752,2321075201,35-44 years,Prefer not to answer,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23211176,2321117601,55-64 years,Prefer not to answer,Bachelor degree,"$75,000-$99,999",1 vehicle
23211721,2321172101,25-34 years,Male,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23211951,2321195101,25-34 years,Male,Bachelor degree,"$200,000 or more",2 vehicles
23211951,2321195102,25-34 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23198115,2319811503,65-74 years,Female,Less than high school,"$50,000-$74,999",3 vehicles
23212524,2321252401,18-24 years,Prefer not to answer,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23198115,2319811504,45-54 years,Female,High school graduate,"$50,000-$74,999",3 vehicles
23198126,2319812601,55-64 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23212610,2321261001,25-34 years,Female,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23212610,2321261002,25-34 years,Female,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23212976,2321297601,55-64 years,Female,Graduate/post-graduate degree,"$25,000-$49,999",0 (no vehicles)
23212976,2321297602,25-34 years,Male,High school graduate,"$25,000-$49,999",0 (no vehicles)
23213678,2321367801,25-34 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23213814,2321381401,25-34 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23213937,2321393701,25-34 years,Non-binary,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23214001,2321400101,25-34 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23214001,2321400102,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23214765,2321476501,18-24 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23215215,2321521501,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23215215,2321521502,35-44 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23215575,2321557501,55-64 years,Female,Associates degree,"$50,000-$74,999",1 vehicle
23215872,2321587201,18-24 years,Female,Bachelor degree,"$200,000 or more",0 (no vehicles)
23215872,2321587202,18-24 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23215952,2321595201,25-34 years,Female,High school graduate,"$25,000-$49,999",0 (no vehicles)
23198126,2319812602,65-74 years,Male,Some college,"$200,000 or more",2 vehicles
23198315,2319831501,35-44 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23198588,2319858801,25-34 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23198677,2319867701,25-34 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",0 (no vehicles)
23198749,2319874901,25-34 years,Male,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23198906,2319890601,45-54 years,Female,Vocational/technical training,"$25,000-$49,999",0 (no vehicles)
23199287,2319928701,75 years or older,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23199622,2319962201,65-74 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23199877,2319987701,35-44 years,Female,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23195177,2319517701,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23195397,2319539701,55-64 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23195594,2319559401,25-34 years,Non-binary,Associates degree,"$25,000-$49,999",1 vehicle
23195594,2319559402,35-44 years,Male,Vocational/technical training,"$25,000-$49,999",1 vehicle
23195954,2319595401,35-44 years,Female,High school graduate,"Under $25,000",0 (no vehicles)
23195957,2319595701,55-64 years,Male,Bachelor degree,"$25,000-$49,999",1 vehicle
23196127,2319612701,45-54 years,Male,Some college,"$50,000-$74,999",0 (no vehicles)
23196606,2319660601,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23196629,2319662901,45-54 years,Male,Less than high school,"Under $25,000",0 (no vehicles)
23196692,2319669201,45-54 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23196692,2319669202,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23196987,2319698701,55-64 years,Female,Some college,"Under $25,000",0 (no vehicles)
23197052,2319705201,25-34 years,Male,Bachelor degree,"Under $25,000",2 vehicles
23197272,2319727201,25-34 years,Male,Bachelor degree,"$75,000-$99,999",1 vehicle
23197596,2319759601,45-54 years,Female,Vocational/technical training,"$25,000-$49,999",1 vehicle
23197751,2319775101,35-44 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23197751,2319775102,45-54 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23204525,2320452501,25-34 years,Prefer not to answer,Some college,"$100,000-$199,999",0 (no vehicles)
23204525,2320452502,25-34 years,Prefer not to answer,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23204829,2320482901,45-54 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23204978,2320497801,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23205450,2320545001,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23205450,2320545002,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23205468,2320546801,25-34 years,Female,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23205468,2320546802,25-34 years,Male,Bachelor degree,"$200,000 or more",1 vehicle
23205518,2320551801,35-44 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23205899,2320589901,45-54 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23205899,2320589902,35-44 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23206187,2320618701,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23206187,2320618702,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23216822,2321682201,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23216854,2321685401,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23220745,2322074501,35-44 years,Female,Associates degree,"$75,000-$99,999",1 vehicle
23222034,2322203401,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23222116,2322211601,35-44 years,Male,Some college,"Under $25,000",0 (no vehicles)
23222358,2322235801,25-34 years,Male,Bachelor degree,"$75,000-$99,999",0 (no vehicles)
23222696,2322269601,55-64 years,Prefer not to answer,Less than high school,"Under $25,000",0 (no vehicles)
23222808,2322280801,45-54 years,Male,Bachelor degree,"$25,000-$49,999",1 vehicle
23223047,2322304701,45-54 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23217482,2321748201,55-64 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23217496,2321749601,55-64 years,Female,Some college,"$50,000-$74,999",0 (no vehicles)
23224634,2322463401,65-74 years,Male,Bachelor degree,"$75,000-$99,999",2 vehicles
23224634,2322463402,55-64 years,Female,Bachelor degree,"$75,000-$99,999",2 vehicles
23224634,2322463403,18-24 years,Female,Some college,"$75,000-$99,999",2 vehicles
23218042,2321804201,25-34 years,Non-binary,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23218042,2321804202,25-34 years,Non-binary,Bachelor degree,"$200,000 or more",1 vehicle
23218226,2321822601,65-74 years,Female,Graduate/post-graduate degree,"Under $25,000",0 (no vehicles)
23218402,2321840201,75 years or older,Male,Bachelor degree,"$75,000-$99,999",2 vehicles
23218402,2321840202,75 years or older,Female,Bachelor degree,"$75,000-$99,999",2 vehicles
23219190,2321919001,25-34 years,Male,Bachelor degree,"$200,000 or more",1 vehicle
23219245,2321924501,25-34 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23219822,2321982201,25-34 years,Male,Bachelor degree,"$200,000 or more",0 (no vehicles)
23235969,2323596901,35-44 years,Female,Associates degree,"$100,000-$199,999",3 vehicles
23235969,2323596902,25-34 years,Male,Vocational/technical training,"$100,000-$199,999",3 vehicles
23237511,2323751101,65-74 years,Female,Some college,"$25,000-$49,999",3 vehicles
23225509,2322550901,35-44 years,Female,Some college,"$100,000-$199,999",2 vehicles
23225509,2322550902,35-44 years,Male,Vocational/technical training,"$100,000-$199,999",2 vehicles
23228978,2322897801,45-54 years,Prefer not to answer,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23237511,2323751102,75 years or older,Female,Bachelor degree,"$25,000-$49,999",3 vehicles
23247796,2324779601,55-64 years,Female,Vocational/technical training,"$100,000-$199,999",2 vehicles
23247796,2324779602,55-64 years,Non-binary,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23247796,2324779603,25-34 years,Non-binary,Bachelor degree,"$100,000-$199,999",2 vehicles
23239379,2323937901,55-64 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",2 vehicles
23251318,2325131801,25-34 years,Female,Bachelor degree,"$200,000 or more",1 vehicle
23251318,2325131802,25-34 years,Male,Bachelor degree,"$200,000 or more",1 vehicle
23251831,2325183101,45-54 years,Female,Vocational/technical training,"$50,000-$74,999",5 vehicles
23251831,2325183102,45-54 years,Male,Some college,"$50,000-$74,999",5 vehicles
23251831,2325183104,18-24 years,Male,High school graduate,"$50,000-$74,999",5 vehicles
23251831,2325183105,25-34 years,Female,Some college,"$50,000-$74,999",5 vehicles
23243384,2324338401,55-64 years,Male,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23243384,2324338402,65-74 years,Female,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23275022,2327502201,25-34 years,Prefer not to answer,Bachelor degree,"$200,000 or more",1 vehicle
23275022,2327502202,35-44 years,Prefer not to answer,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23276330,2327633001,35-44 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23276330,2327633002,35-44 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23262376,2326237601,65-74 years,Female,Some college,"$25,000-$49,999",1 vehicle
23263634,2326363401,25-34 years,Male,Bachelor degree,"$100,000-$199,999",2 vehicles
23263634,2326363402,35-44 years,Female,Bachelor degree,"$100,000-$199,999",2 vehicles
23278030,2327803001,45-54 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23278030,2327803002,45-54 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",2 vehicles
23279180,2327918001,45-54 years,Male,Some college,"$100,000-$199,999",1 vehicle
23279180,2327918002,45-54 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23272383,2327238301,25-34 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23272383,2327238302,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23287962,2328796201,25-34 years,Female,Bachelor degree,"$50,000-$74,999",1 vehicle
23303161,2330316101,45-54 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23303881,2330388101,35-44 years,Female,Bachelor degree,"$200,000 or more",1 vehicle
23303881,2330388102,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",1 vehicle
23304559,2330455901,75 years or older,Male,Bachelor degree,"$50,000-$74,999",4 vehicles
23305150,2330515001,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",3 vehicles
23305150,2330515002,35-44 years,Female,Vocational/technical training,"$200,000 or more",3 vehicles
23305450,2330545001,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23305450,2330545002,35-44 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23316125,2331612501,45-54 years,Female,Associates degree,"$75,000-$99,999",2 vehicles
23290621,2329062101,35-44 years,Female,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23293899,2329389901,45-54 years,Female,Bachelor degree,"$25,000-$49,999",1 vehicle
23311609,2331160901,25-34 years,Prefer not to answer,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23311609,2331160902,25-34 years,Prefer not to answer,Graduate/post-graduate degree,"$75,000-$99,999",2 vehicles
23316125,2331612502,55-64 years,Male,Bachelor degree,"$75,000-$99,999",2 vehicles
23334537,2333453701,45-54 years,Male,High school graduate,"Under $25,000",0 (no vehicles)
23334671,2333467101,65-74 years,Male,Bachelor degree,"$25,000-$49,999",2 vehicles
23336125,2333612501,65-74 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23329630,2332963001,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23329630,2332963002,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23329867,2332986701,45-54 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23329867,2332986702,45-54 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23319664,2331966401,45-54 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23327190,2332719001,25-34 years,Female,Graduate/post-graduate degree,"Under $25,000",2 vehicles
23330382,2333038201,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23327190,2332719002,25-34 years,Female,Graduate/post-graduate degree,"Under $25,000",2 vehicles
23330382,2333038202,35-44 years,Male,High school graduate,"$100,000-$199,999",1 vehicle
23327463,2332746301,25-34 years,Male,Associates degree,"$200,000 or more",3 vehicles
23327463,2332746302,55-64 years,Male,Vocational/technical training,"$200,000 or more",3 vehicles
23341557,2334155701,25-34 years,Male,Graduate/post-graduate degree,"$200,000 or more",0 (no vehicles)
23320424,2332042401,45-54 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23320424,2332042402,55-64 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23346649,2334664901,35-44 years,Prefer not to answer,Some college,"$25,000-$49,999",0 (no vehicles)
23328772,2332877201,35-44 years,Male,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23318209,2331820901,45-54 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",1 vehicle
23328772,2332877202,35-44 years,Female,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23318209,2331820902,35-44 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23321230,2332123001,65-74 years,Female,Bachelor degree,"$200,000 or more",4 vehicles
23321230,2332123002,65-74 years,Male,Bachelor degree,"$200,000 or more",4 vehicles
23343415,2334341501,55-64 years,Prefer not to answer,Graduate/post-graduate degree,"Under $25,000",0 (no vehicles)
23384997,2338499701,35-44 years,Male,Bachelor degree,"$50,000-$74,999",1 vehicle
23386838,2338683801,25-34 years,Female,Bachelor degree,"$50,000-$74,999",0 (no vehicles)
23364255,2336425501,65-74 years,Male,High school graduate,"Under $25,000",0 (no vehicles)
23365708,2336570801,18-24 years,Female,Some college,"Under $25,000",0 (no vehicles)
23366240,2336624001,25-34 years,Female,Bachelor degree,"$100,000-$199,999",1 vehicle
23366240,2336624002,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23366303,2336630301,35-44 years,Female,Bachelor degree,"$200,000 or more",1 vehicle
23366303,2336630302,35-44 years,Male,Associates degree,"$200,000 or more",1 vehicle
23380002,2338000201,35-44 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23359819,2335981901,25-34 years,Female,Bachelor degree,"$200,000 or more",2 vehicles
23359819,2335981902,25-34 years,Male,High school graduate,"$200,000 or more",2 vehicles
23368988,2336898801,25-34 years,Male,Some college,"$25,000-$49,999",1 vehicle
23356974,2335697401,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",0 (no vehicles)
23356974,2335697402,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",0 (no vehicles)
23357477,2335747701,25-34 years,Male,Bachelor degree,"$25,000-$49,999",1 vehicle
23382596,2338259601,25-34 years,Male,Graduate/post-graduate degree,"$100,000-$199,999",0 (no vehicles)
23374986,2337498601,35-44 years,Female,Bachelor degree,"$25,000-$49,999",0 (no vehicles)
23382596,2338259602,25-34 years,Female,Bachelor degree,"$100,000-$199,999",0 (no vehicles)
23370787,2337078701,25-34 years,Male,Bachelor degree,"$75,000-$99,999",2 vehicles
23370787,2337078702,25-34 years,Male,Some college,"$75,000-$99,999",2 vehicles
23375730,2337573001,35-44 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23353862,2335386201,65-74 years,Female,Associates degree,"$100,000-$199,999",1 vehicle
23376511,2337651101,35-44 years,Male,Bachelor degree,"Under $25,000",0 (no vehicles)
23388066,2338806601,35-44 years,Male,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
23388066,2338806602,35-44 years,Male,Bachelor degree,"$200,000 or more",2 vehicles
23388253,2338825301,25-34 years,Male,Graduate/post-graduate degree,"$50,000-$74,999",1 vehicle
23396739,2339673901,45-54 years,Male,Associates degree,"Under $25,000",0 (no vehicles)
23398257,2339825701,25-34 years,Female,Graduate/post-graduate degree,"$75,000-$99,999",1 vehicle
23389943,2338994301,35-44 years,Male,Associates degree,"$25,000-$49,999",1 vehicle
23400707,2340070701,25-34 years,Male,Bachelor degree,"$100,000-$199,999",1 vehicle
23392002,2339200201,35-44 years,Female,Less than high school,"Under $25,000",0 (no vehicles)
23400707,2340070702,25-34 years,Male,Associates degree,"$100,000-$199,999",1 vehicle
23404286,2340428601,35-44 years,Female,Graduate/post-graduate degree,"$200,000 or more",2 vehicles
